"","denial","adversary","esca_scaled","esca_scaled_wa","MA_scaled","GovTrust","NewsTrust","IntTrust","NC_scaled","Military.Service","Read.FP","reputation_scaled","ambiguity","insulting","war","airstrike","sanctions","diplomacy","age","male","hhi","white","black","education","republican","democrat"
"448",1,1,37.1656622259311,42.5459623676338,-2.39845791562704,3,3,2,0.0261649645742542,0,4,0,3,2,1,3,3,3,66,0,5,1,0,2,0,1
"449",0,1,100,100,-1.46588623172895,2,2,4,-0.0615198509462284,0,5,100,4,5,5,5,5,5,62,0,9,1,0,4,0,1
"450",0,1,62.7815858138628,61.1650890115845,1.01100827482352,2,2,4,-0.484153804723706,0,3,66.8804085035062,4,3,3,3,4,4,30,1,21,0,1,6,0,1
"451",0,1,87.2436734652623,92.5912704095413,-0.211596374252489,4,4,4,0.361114102831249,0,4,100,4,4,4,5,5,4,66,0,6,1,0,6,0,0
"452",1,1,68.5048198736343,71.2276731419094,-0.0178355566693904,2,5,4,0.696063241088244,0,4,83.5196781183786,3,5,2,4,4,5,60,0,17,1,0,5,1,0
"453",0,1,49.9472480397939,53.7110513792183,-2.08760068766101,2,2,4,-0.731418127460218,0,5,17.0393562367572,3,3,1,3,4,4,68,0,5,1,0,5,0,1
"454",1,1,56.3896762059535,61.1944296165273,-3.40647748433184,2,1,3,-1.1540520812377,0,3,50,3,2,1,3,5,4,31,1,5,1,0,2,1,0
"455",0,1,87.7563265347377,82.4087295904587,1.5473115287731,2,2,2,-0.484153804723706,0,2,83.1195914964939,4,3,5,4,4,5,25,0,9,0,0,2,0,0
"456",1,1,69.1460027406912,68.603159206986,-0.994169916973735,2,2,2,-0.396468989203223,0,4,66.8804085035062,3,4,2,3,5,5,73,0,11,1,0,2,0,1
"457",1,1,37.7035745745316,36.119780969677,-0.147009435058123,2,1,3,-0.396468989203223,0,4,33.5196781183786,2,3,1,2,3,4,42,1,20,1,0,6,0,1
"458",1,1,37.806845092988,39.9214484327104,1.95444090433395,1,1,4,-0.484153804723706,0,3,41.6392696148725,3,4,1,2,4,3,60,0,9,1,0,5,1,0
"459",1,1,38.4480279600449,37.2969344977869,-1.30502714493976,2,3,4,-0.0615198509462284,0,4,24.3587744894816,3,2,1,1,5,3,23,1,1,0,0,4,0,0
"460",1,1,50.5631716277257,47.3301780231691,-0.211596374252489,2,3,4,-0.396468989203223,0,3,66.8804085035062,3,3,2,2,4,4,42,0,19,1,0,4,0,1
"461",0,1,56.3896762059535,61.1944296165273,0.635564107663123,4,4,1,0.696063241088244,0,5,8.51967811837861,3,3,1,3,5,4,70,1,6,1,0,4,0,1
"462",1,1,75.5379123486005,68.5738186020432,3.11245861421559,2,3,3,-0.0615198509462284,0,3,66.4803218816214,3,4,4,3,4,5,62,0,3,1,0,5,1,0
"463",1,1,43.5048198736343,46.2276731419094,1.48272458957873,4,2,3,-0.0615198509462284,0,1,58.5196781183786,3,1,1,3,3,4,52,0,17,1,0,5,0,1
"464",0,1,NA,NA,3.11245861421559,2,1,2,0.0261649645742542,1,4,100,4,5,NA,5,NA,NA,57,1,19,1,0,6,1,0
"465",1,1,50.5884309068508,51.0865374442949,-1.61588437290579,3,3,2,0.361114102831249,0,4,33.5196781183786,3,4,1,2,5,4,68,0,19,1,0,7,0,1
"466",0,1,74.9472480397939,78.7110513792183,0.570977168468757,4,3,4,0.0261649645742542,0,3,33.9197647402634,3,4,2,4,5,5,61,0,24,1,0,8,1,0
"467",0,1,43.6080903920907,50.0293406049427,1.48272458957873,3,1,3,0.0261649645742542,0,2,50,4,4,1,3,4,3,48,0,18,1,0,6,1,0
"468",0,1,37.7563265347377,32.4087295904587,0.946421335629153,4,3,3,-0.484153804723706,0,4,58.5196781183786,3,3,3,2,2,3,29,1,9,0,1,6,0,1
"469",0,1,24.9747407208748,21.2436405788741,-0.211596374252489,5,4,4,-0.149204666466711,1,3,58.7608170070123,4,5,3,2,1,2,33,1,13,1,0,8,0,1
"470",0,1,69.1207434615661,64.8467997858601,1.79358181754476,2,2,4,0.361114102831249,0,4,0,3,3,3,3,4,5,24,1,5,1,0,4,1,0
"471",1,1,31.9023292754289,26.0118887974447,0.0784365909254292,4,2,4,0.361114102831249,0,5,25.4000866218848,3,3,1,1,3,4,56,0,14,1,0,4,1,0
"472",0,1,100,100,3.42331584218162,3,3,4,1.11869719486572,0,3,91.8804085035061,4,5,5,5,5,5,25,1,10,1,0,2,1,0
"473",0,1,74.9472480397939,78.7110513792183,3.11245861421559,3,1,2,0.0261649645742542,0,4,100,4,4,2,4,5,5,71,0,1,1,0,2,1,0
"474",1,1,57.5435121424858,48.3873748625212,-1.77674345969498,4,4,4,0.0261649645742542,0,4,16.8804085035061,3,5,2,1,5,5,54,0,5,1,0,4,0,1
"475",1,1,74.9472480397939,78.7110513792183,0.228434732102273,4,4,4,-0.396468989203223,1,4,66.4803218816214,3,2,2,4,5,5,49,1,17,1,0,5,0,1
"476",1,1,44.1460027406912,43.603159206986,-0.833310830184549,2,4,4,0.0261649645742542,1,3,66.4803218816214,3,3,1,2,4,4,87,1,20,1,0,7,1,0
"477",1,1,80.7484933388966,88.8189435514507,1.48272458957873,2,1,2,-0.396468989203223,0,4,67.0393562367572,3,4,2,5,5,5,65,0,3,1,0,4,1,0
"478",0,1,80.7484933388966,88.8189435514507,1.79358181754476,4,4,4,-0.0615198509462284,0,1,58.5196781183786,4,2,2,5,5,5,49,0,2,0,1,3,0,1
"479",0,1,56.927588554554,54.7682482185705,0.635564107663123,5,4,4,0.361114102831249,0,4,75.4000866218848,4,4,1,2,5,5,65,0,18,1,0,6,0,1
"480",1,1,0,0,-0.211596374252489,5,5,4,-0.396468989203223,0,4,66.4803218816214,3,5,1,1,1,1,66,0,2,1,0,2,0,1
"481",1,1,63.3447574415885,58.4952670347536,-1.77674345969498,2,2,4,-0.819102942980701,0,5,41.8804085035062,3,1,2,2,5,5,72,0,21,1,0,5,0,1
"482",1,1,0,0,-4.33904916822993,1,1,3,-0.149204666466711,0,4,0,1,1,1,1,1,1,75,1,8,0,1,4,0,1
"483",1,1,12.8848563323192,14.9667564746179,0.861010133646675,2,1,4,0.361114102831249,0,1,0,2,3,1,1,3,1,54,0,1,1,0,2,0,0
"484",0,1,67.8888962857026,77.6085464979587,0.635564107663123,4,4,3,0.361114102831249,0,4,83.5196781183786,4,3,1,5,4,5,38,1,12,1,0,4,1,0
"485",0,1,56.927588554554,54.7682482185705,0.881834396434787,3,2,3,0.783748056608727,0,4,25.4000866218848,4,4,1,2,5,5,73,0,3,1,0,2,1,0
"486",1,1,74.9472480397939,78.7110513792183,1.41813765038437,4,3,4,0.361114102831249,0,4,58.9197647402634,3,4,2,4,5,5,60,1,19,1,0,6,1,0
"487",0,1,44.6839150892917,37.1769778090292,-4.0281919402639,3,2,4,-1.1540520812377,0,4,66.8804085035062,4,4,1,1,4,5,21,0,1,1,0,6,0,1
"488",1,1,62.7288338536568,64.8761403908029,0.946421335629153,4,4,4,-0.0615198509462284,0,5,17.0393562367572,3,4,1,3,5,5,76,1,3,0,1,8,0,1
"489",0,1,50,50,-0.747899628202071,4,3,4,-0.0615198509462284,0,3,0,3,3,3,3,3,3,39,0,1,0,0,6,0,1
"490",1,1,25.5631716277257,22.3301780231691,-1.30502714493976,3,3,4,0.696063241088244,0,2,33.5196781183786,3,1,1,1,3,3,71,0,7,1,0,3,0,1
"491",0,1,50,50,1.48272458957873,3,2,3,0.361114102831249,0,4,50,4,2,3,3,3,3,57,0,5,1,0,6,1,0
"492",0,1,44.6839150892917,37.1769778090292,-0.0824224958637566,4,2,5,0.0261649645742542,0,3,75,4,2,1,1,4,5,23,0,5,1,0,5,0,1
"493",0,1,68.1481892828214,81.500830044807,3.42331584218162,4,1,3,0.361114102831249,0,3,75.1589477332511,4,4,3,5,5,2,66,0,5,1,0,1,1,0
"494",1,1,63.3447574415885,58.4952670347536,1.48272458957873,2,1,3,-0.396468989203223,0,5,58.6786258516297,3,3,2,2,5,5,37,1,23,1,0,6,0,0
"495",1,1,25,25,3.11245861421559,1,1,4,-0.0615198509462284,0,4,25,2,1,2,2,2,2,43,1,21,1,0,4,1,0
"496",0,1,80.7484933388966,88.8189435514507,0.635564107663123,5,5,3,0.361114102831249,0,5,66.8804085035062,4,3,2,5,5,5,72,0,16,1,0,7,0,1
"497",0,1,100,100,3.42331584218162,4,4,4,0.361114102831249,NA,NA,100,4,5,5,5,5,5,52,0,1,1,0,4,0,1
"498",1,1,56.927588554554,54.7682482185705,-0.211596374252489,4,4,4,0.361114102831249,1,5,8.51967811837861,3,4,1,2,5,5,74,0,14,1,0,4,0,1
"499",0,1,81.3644169268284,82.4380701954014,1.48272458957873,3,2,2,0.361114102831249,0,3,41.7982173481235,3,2,3,4,5,5,60,0,5,0,0,4,1,0
"500",1,1,93.5828311129656,96.2729811838169,0.635564107663123,3,2,3,0.0261649645742542,0,3,83.5196781183786,3,4,4,5,5,5,56,0,16,1,0,4,1,0
"501",0,1,69.1460027406912,68.603159206986,-0.457866663024153,3,3,3,0.361114102831249,0,5,16.8804085035061,3,2,2,3,5,5,27,0,17,0,0,6,0,0
"502",1,1,18.5828311129655,21.2729811838169,-1.68047131210016,2,2,1,0.273429287310766,0,4,0,3,5,1,2,2,2,72,0,9,1,0,7,0,1
"503",1,1,75.5631716277257,72.3301780231691,2.57615536026601,1,1,2,-0.0615198509462284,0,5,75,3,4,3,3,5,5,39,1,6,1,0,5,1,0
"504",1,1,25,25,3.11245861421559,1,1,2,0.783748056608727,1,2,8.51967811837861,3,3,2,2,2,2,57,0,15,1,0,4,1,0
"505",0,1,62.7035745745316,61.119780969677,1.48272458957873,2,1,3,-0.0615198509462284,NA,2,25.2411388886337,3,4,2,3,4,5,41,1,14,1,0,6,1,0
"506",1,1,68.8421241100844,75.1652647306652,1.01100827482352,4,4,1,0.361114102831249,0,3,67.0393562367572,4,5,5,4,5,1,59,0,3,0,1,4,0,1
"507",0,1,62.0876509865999,67.5006543257263,0.635564107663123,2,3,4,-0.396468989203223,0,5,75.2411388886337,4,3,1,4,4,5,39,1,11,0,0,6,0,1
"508",1,1,93.5575718338404,92.516621762691,0.881834396434787,5,4,5,-0.149204666466711,1,5,25.2411388886337,4,5,5,5,4,5,42,0,24,1,0,7,0,1
"509",0,1,81.3644169268284,82.4380701954014,-0.147009435058123,2,2,2,0.361114102831249,0,2,17.0393562367572,4,1,3,4,5,5,73,1,9,1,0,7,1,0
"510",0,1,62.1656622259311,67.5459623676338,1.48272458957873,3,2,4,0.0261649645742542,0,4,100,4,1,2,4,4,4,27,1,2,1,0,2,1,0
"511",1,1,44.1460027406912,43.603159206986,1.48272458957873,2,2,4,0.361114102831249,0,1,59.001955895646,3,4,1,2,4,4,67,0,4,1,0,1,0,0
"512",1,1,0,0,-3.49188868631432,1,1,4,-1.1540520812377,0,3,25.5590343551358,1,3,1,1,1,1,27,0,2,0,0,1,0,0
"513",1,1,0,0,-3.71733471229787,4,3,2,-0.0615198509462284,0,3,24.7588611113663,2,1,1,1,1,1,63,0,1,0,0,3,1,0
"514",0,1,93.5828311129656,96.2729811838169,0.635564107663123,4,3,3,0.696063241088244,0,1,50,4,3,4,5,5,5,40,1,1,0,0,6,0,0
"515",0,1,50.5884309068508,51.0865374442949,-3.40647748433184,2,1,4,-0.819102942980701,0,3,67.0393562367572,4,5,1,2,5,4,57,0,21,0,1,6,0,1
"516",0,1,68.5828311129656,71.2729811838169,1.48272458957873,2,2,3,-0.0615198509462284,0,4,58.5196781183786,3,4,3,4,4,4,41,1,20,1,0,6,1,0
"517",0,1,87.7815858138628,86.1650890115845,2.57615536026601,2,2,2,0.361114102831249,0,4,83.7608170070123,4,4,4,4,5,5,71,1,5,1,0,5,1,0
"518",1,1,68.5300791527595,74.9840325630352,-0.147009435058123,3,3,3,0.696063241088244,0,3,50.8001732437695,3,3,1,4,5,5,67,1,20,1,0,5,1,0
"519",0,1,30.7232340597715,35.0625841303249,0.635564107663123,2,2,3,-0.396468989203223,0,1,66.4803218816214,4,3,1,3,2,3,39,0,10,0,0,3,1,0
"520",0,1,37.6003040560752,32.3181135066437,-3.18103145834829,2,2,2,-0.396468989203223,0,5,8.51967811837861,3,3,1,2,2,5,50,0,8,1,0,7,1,0
"521",1,1,68.5828311129656,71.2729811838169,-0.768723890990183,4,3,3,0.361114102831249,0,3,50,3,3,3,4,4,4,30,0,4,1,0,2,1,0
"522",1,1,43.6080903920907,50.0293406049427,0.324706879697093,2,1,2,-0.0615198509462284,0,3,33.2785392297449,3,2,1,3,4,3,52,0,20,0,0,6,0,1
"523",1,1,62.7815858138628,61.1650890115845,0.635564107663123,3,2,3,0.361114102831249,1,4,25.2411388886337,3,3,3,3,4,4,29,1,21,0,0,7,1,0
"524",0,1,87.1656622259311,92.5459623676338,-0.994169916973735,3,3,4,0.696063241088244,1,5,17.0393562367572,1,5,3,5,5,5,65,1,3,0,0,2,0,1
"525",1,1,12.6783152954064,7.36342154855118,-4.33904916822993,1,1,4,-1.1540520812377,0,5,0,2,1,1,1,1,3,26,1,16,1,0,6,0,0
"526",0,1,49.9219887606688,49.9546919580925,-0.683312689007705,3,1,3,-0.0615198509462284,0,4,41.4803218816214,4,5,2,3,3,4,28,0,17,1,0,5,1,0
"527",0,1,62.7035745745316,61.119780969677,-0.0824224958637566,4,4,5,0.0261649645742542,0,4,42.1215473921398,3,2,2,3,4,5,23,1,19,1,0,4,0,0
"528",0,1,75,75,-0.929582977779368,3,2,2,0.361114102831249,0,4,41.8804085035062,3,4,4,4,4,4,67,1,6,0,0,5,0,1
"529",1,1,37.806845092988,39.9214484327104,-1.61588437290579,2,2,3,-0.0615198509462284,0,4,58.5196781183786,3,4,1,2,4,3,28,1,6,1,0,6,0,1
"530",1,1,12.7815858138628,11.1650890115845,-2.02301374846664,2,2,2,-0.396468989203223,0,3,83.7608170070123,3,3,1,1,2,2,35,0,9,1,0,4,1,0
"531",0,1,55.7484933388966,63.8189435514507,-2.55931700241623,4,4,4,-0.396468989203223,0,3,33.9197647402634,3,2,1,4,4,4,22,0,2,1,0,6,0,1
"532",1,1,50,50,-0.457866663024153,3,3,3,-0.396468989203223,0,3,50,3,3,3,3,3,3,21,0,6,1,0,5,0,1
"533",1,1,63.3447574415885,58.4952670347536,2.26529813229998,3,4,1,0.361114102831249,1,5,75.4000866218848,3,5,2,2,5,5,71,1,9,1,0,4,1,0
"534",0,1,68.5300791527595,74.9840325630352,1.64358367636792,2,1,2,0.0261649645742542,0,5,100,4,4,1,4,5,5,73,1,9,1,0,6,1,0
"535",1,1,31.9023292754289,26.0118887974447,-0.929582977779368,2,2,3,0.0261649645742542,0,3,49.8410522667489,3,3,1,1,3,4,20,0,3,1,0,4,1,0
"536",0,1,87.1656622259311,92.5459623676338,-0.147009435058123,4,4,3,0.361114102831249,0,5,83.5196781183786,4,5,3,5,5,5,71,0,9,1,0,4,0,1
"537",1,1,38.3447574415885,33.4952670347536,-0.211596374252489,4,4,3,0.0261649645742542,0,3,49.7588611113663,3,2,1,1,4,4,73,0,5,1,0,7,0,1
"538",1,1,31.3644169268284,32.4380701954014,-4.0281919402639,2,1,3,-1.1540520812377,0,2,25,3,1,1,2,3,3,40,0,19,0,0,6,0,1
"539",0,1,62.3469439837187,71.3929378725746,0.700151046857489,3,2,2,0.0261649645742542,1,3,8.51967811837861,4,1,3,4,5,2,30,0,6,1,0,2,1,0
"540",1,1,50.4851603883944,47.2848699812616,0.0992608537135411,4,2,2,-0.396468989203223,0,4,33.5196781183786,3,3,1,2,4,5,44,0,7,1,0,6,0,0
"541",0,1,62.1656622259311,67.5459623676338,-0.211596374252489,2,1,2,-0.0615198509462284,0,3,75.2411388886337,4,3,2,4,4,4,27,0,6,0,1,5,0,1
"542",1,1,12.6783152954064,7.36342154855118,-2.70931514359307,2,2,3,0.361114102831249,0,4,66.2391829929877,1,1,1,1,1,3,44,0,1,0,0,2,0,1
"543",0,1,0,0,-4.33904916822993,1,2,2,-1.1540520812377,0,3,41.8804085035062,4,1,1,1,1,1,28,0,9,1,0,6,0,1
"544",1,1,50,50,-0.457866663024153,3,3,3,0.448798918351732,0,1,50,2,2,3,3,3,3,44,0,1,1,0,1,0,0
"545",0,1,51.1263432554513,44.6603560463381,-4.33904916822993,2,2,2,-1.1540520812377,0,4,50.4000866218848,4,4,1,1,5,5,73,0,5,1,0,6,0,1
"546",0,1,93.5828311129656,96.2729811838169,2.32988507149435,3,1,5,-0.396468989203223,0,4,67.0393562367572,4,3,4,5,5,5,64,1,6,1,0,3,1,0
"547",0,1,69.1207434615661,64.8467997858601,0.635564107663123,3,2,4,0.0261649645742542,0,4,83.7608170070123,3,3,3,3,4,5,27,1,14,1,0,4,0,0
"548",1,1,50,50,-0.994169916973735,3,3,4,0.0261649645742542,0,5,16.6392696148725,3,4,3,3,3,3,68,0,5,1,0,7,0,1
"549",1,1,31.4676874452848,36.2397376584348,0.570977168468757,2,3,2,-0.396468989203223,1,1,25.4000866218848,3,2,1,2,4,2,55,0,11,0,1,7,0,1
"550",0,1,62.7288338536568,64.8761403908029,-0.522453602218519,3,3,2,-0.396468989203223,0,3,42.439442858642,4,5,1,3,5,5,71,1,14,1,0,6,0,1
"551",0,1,81.3391576477032,78.6817107742756,3.42331584218162,5,5,4,0.783748056608727,0,2,67.5216340140246,4,2,4,4,4,5,62,0,5,1,0,2,0,1
"552",1,1,69.1460027406912,68.603159206986,-0.994169916973735,3,3,4,-0.819102942980701,0,5,58.7608170070123,3,5,2,3,5,5,72,0,2,1,0,2,0,1
"553",1,1,0,0,0.570977168468757,3,2,2,0.0261649645742542,1,5,41.8804085035062,3,4,1,1,1,1,82,1,20,1,0,7,1,0
"554",0,1,69.1460027406912,68.603159206986,1.41813765038437,4,4,4,0.361114102831249,0,5,0,4,2,2,3,5,5,68,0,4,1,0,7,0,1
"555",1,1,31.9023292754289,26.0118887974447,2.64074229946038,1,1,2,0.0261649645742542,0,4,58.3607303851275,3,3,1,1,3,4,69,0,7,1,0,6,1,0
"556",0,1,81.3644169268284,82.4380701954014,-0.147009435058123,3,2,2,0.361114102831249,0,4,66.8804085035062,4,4,3,4,5,5,58,0,13,1,0,5,0,1
"557",0,1,74.3840764120683,81.3808733560492,-2.62390394161059,3,2,2,0.361114102831249,0,4,67.0393562367572,4,4,3,5,4,4,49,1,2,1,0,2,0,0
"558",0,1,50,50,1.48272458957873,2,1,3,0.696063241088244,0,3,33.5196781183786,4,4,3,3,3,3,42,0,20,1,0,4,1,0
"559",1,1,62.0876509865999,67.5006543257263,0.861010133646675,2,2,2,0.361114102831249,1,4,0,3,2,1,4,4,5,76,1,11,1,0,6,1,0
"560",1,1,37.2184141861372,38.8349109884155,-0.211596374252489,3,4,3,0.273429287310766,0,2,66.3981307262388,2,2,3,3,2,2,20,0,1,0,1,2,0,1
"561",1,1,44.1460027406912,43.603159206986,-1.77674345969498,3,4,4,0.0261649645742542,0,1,33.1195914964939,3,3,1,2,4,4,50,1,17,1,0,6,0,1
"562",0,1,44.6839150892917,37.1769778090292,1.48272458957873,4,4,3,0.361114102831249,0,4,8.51967811837861,4,2,1,1,4,5,58,0,13,0,0,7,0,1
"563",1,1,38.3447574415885,33.4952670347536,0.700151046857489,4,2,3,0.0261649645742542,0,3,25,3,2,1,1,4,4,56,0,5,1,0,6,1,0
"564",1,1,0,0,-3.49188868631432,2,2,3,0.0261649645742542,0,3,0,2,1,1,1,1,1,38,1,3,0,0,6,0,0
"565",0,1,93.5828311129656,96.2729811838169,2.26529813229998,2,2,2,0.273429287310766,0,3,100,4,5,4,5,5,5,51,0,5,0,0,2,1,0
"566",0,1,62.7288338536568,64.8761403908029,2.26529813229998,4,4,3,0.361114102831249,0,3,42.439442858642,4,5,1,3,5,5,67,1,6,1,0,6,0,1
"567",0,1,63.3447574415885,58.4952670347536,-0.522453602218519,3,3,2,-0.0615198509462284,0,4,50,4,4,2,2,5,5,61,0,8,1,0,6,0,1
"568",0,1,75,75,-0.211596374252489,4,4,2,-0.0615198509462284,0,4,50,3,3,4,4,4,4,61,1,4,1,0,2,0,1
"569",1,1,93.5828311129656,96.2729811838169,3.42331584218162,1,1,1,-0.0615198509462284,0,5,100,3,4,4,5,5,5,69,1,18,1,0,8,1,0
"570",1,1,36.6552425584115,41.5047329652464,3.42331584218162,4,2,4,0.783748056608727,1,4,33.7608170070123,3,1,4,4,1,1,60,0,12,1,0,3,1,0
"571",1,1,68.6080903920907,75.0293406049427,2.64074229946038,4,2,4,-0.0615198509462284,0,4,50.4000866218848,3,3,2,4,5,4,49,0,12,1,0,6,1,0
"572",0,1,55.3918627480838,74.0921004543483,0.0346739145191748,5,5,5,0.696063241088244,0,4,25,4,5,2,5,5,1,30,1,21,1,0,8,0,1
"573",0,1,56.0077863360155,67.711227098299,1.79358181754476,2,1,2,0.361114102831249,1,5,NA,4,5,3,4,5,1,82,1,16,1,0,4,1,0
"574",1,1,50,50,3.42331584218162,4,4,4,0.696063241088244,0,2,25,3,3,3,3,3,3,22,0,1,0,1,6,0,1
"575",0,1,69.1987547008973,64.8921078277676,-0.211596374252489,4,4,4,0.0261649645742542,0,5,50,3,2,4,3,4,4,42,1,20,1,0,7,0,1
"576",1,1,68.5828311129656,71.2729811838169,0.29302167129664,1,1,5,1.11869719486572,NA,5,100,3,1,3,4,4,4,61,1,11,1,0,7,1,0
"577",0,1,56.9023292754289,51.0118887974447,-0.522453602218519,2,2,3,-0.396468989203223,0,4,42.0393562367572,3,2,2,2,4,5,23,0,1,0,0,6,0,1
"578",1,1,56.3644169268284,57.4380701954014,0.635564107663123,4,3,3,0.361114102831249,0,3,16.8804085035061,3,4,2,3,4,4,72,1,9,1,0,6,0,1
"579",0,1,87.1656622259311,92.5459623676338,-0.994169916973735,2,1,3,-0.819102942980701,NA,5,58.3607303851275,4,4,3,5,5,5,50,1,5,0,1,2,0,0
"580",1,1,37.806845092988,39.9214484327104,-0.994169916973735,3,4,4,-0.396468989203223,0,4,0,3,2,1,2,4,3,24,1,20,1,0,6,0,1
"581",1,1,81.3644169268284,82.4380701954014,1.41813765038437,3,2,3,-0.0615198509462284,1,1,83.1195914964939,3,4,3,4,5,5,86,1,14,1,0,5,1,0
"582",1,1,31.3644169268284,32.4380701954014,-0.994169916973735,3,2,3,-0.0615198509462284,0,4,41.6392696148725,3,2,1,2,3,3,70,1,5,0,0,6,1,0
"583",1,1,25.5631716277257,22.3301780231691,1.23645430080707,3,2,2,-0.396468989203223,0,3,16.8804085035061,3,2,1,1,3,3,34,1,21,0,0,7,0,0
"584",0,1,30.2885922296274,45.290432991315,2.26529813229998,3,3,4,0.696063241088244,0,5,50.6412255105185,4,3,1,4,3,1,48,1,8,1,0,2,0,1
"585",0,1,37.1404029468059,38.7896029465079,-0.457866663024153,3,3,3,-1.1540520812377,0,3,41.8804085035062,4,3,2,3,2,3,36,1,1,1,0,6,0,0
"586",0,1,62.7815858138628,61.1650890115845,1.48272458957873,4,4,4,0.361114102831249,0,5,33.5196781183786,3,2,3,3,4,4,51,1,19,1,0,6,0,0
"587",0,1,62.7288338536568,64.8761403908029,1.41813765038437,4,4,4,0.361114102831249,0,2,33.5196781183786,4,4,1,3,5,5,52,1,21,1,0,6,0,1
"588",0,1,62.7288338536568,64.8761403908029,0.389293818891459,2,1,3,-0.0615198509462284,0,3,58.9197647402634,3,3,1,3,5,5,34,1,4,0,1,2,1,0
"589",0,1,37.2689327443875,46.3476298306671,-0.393279723829787,2,1,3,-0.396468989203223,0,3,50.4000866218848,4,1,1,3,4,2,19,0,5,0,1,2,0,0
"590",1,1,56.3391576477032,53.6817107742756,-2.87017423038226,4,4,5,-0.484153804723706,0,3,24.5999133781152,2,2,3,3,3,4,19,1,1,0,0,1,0,0
"591",1,1,81.3644169268284,82.4380701954014,1.48272458957873,1,1,4,-0.396468989203223,0,4,67.0393562367572,3,3,3,4,5,5,39,1,21,1,0,6,1,0
"592",1,1,80.7484933388966,88.8189435514507,1.79358181754476,1,1,1,-0.484153804723706,0,2,100,4,5,2,5,5,5,57,1,8,1,0,2,1,0
"593",0,1,93.5828311129656,96.2729811838169,1.7289948783504,4,2,2,-0.0615198509462284,1,5,58.9197647402634,4,5,4,5,5,5,76,1,9,1,0,3,1,0
"594",1,1,87.7563265347377,82.4087295904587,-2.33387097643267,2,3,2,0.361114102831249,NA,3,83.1195914964939,4,4,5,4,4,5,36,1,1,1,0,4,1,0
"595",1,1,68.5828311129656,71.2729811838169,0.635564107663123,2,2,2,-0.396468989203223,1,5,83.5196781183786,3,4,3,4,4,4,68,1,3,1,0,5,1,0
"596",0,1,44.1460027406912,43.603159206986,1.64358367636792,5,4,4,0.273429287310766,0,4,0,4,3,1,2,4,4,28,1,16,0,0,8,1,0
"597",1,1,100,100,0.0346739145191748,5,5,5,0.783748056608727,1,5,66.6392696148725,4,5,5,5,5,5,35,1,23,1,0,8,0,1
"598",1,1,100,100,-0.683312689007705,4,3,2,-1.1540520812377,1,1,100,4,1,5,5,5,5,60,1,11,0,0,8,0,0
"599",0,1,100,100,3.42331584218162,1,1,3,0.783748056608727,1,5,91.6392696148725,4,5,5,5,5,5,84,1,7,1,0,6,1,0
"600",1,1,74.3313244518622,85.0919247352676,2.57615536026601,3,1,1,1.11869719486572,1,5,100,4,5,1,5,5,5,80,1,20,1,0,4,1,0
"601",0,1,49.8439775213375,49.909383916185,1.41813765038437,2,1,3,0.0261649645742542,0,4,100,4,5,1,3,3,5,72,1,13,1,0,4,1,0
"602",0,1,61.5497386379993,73.9268357236831,1.48272458957873,3,3,2,-0.484153804723706,0,4,67.0393562367572,4,5,1,5,4,4,67,1,1,0,1,2,0,1
"603",0,1,81.3644169268284,82.4380701954014,3.42331584218162,4,3,4,0.361114102831249,0,2,100,4,5,3,4,5,5,78,1,12,1,0,7,1,0
"604",1,1,74.9472480397939,78.7110513792183,2.26529813229998,2,4,1,-0.0615198509462284,0,4,67.0393562367572,3,3,2,4,5,5,53,0,13,0,0,5,0,1
"605",0,1,75.5631716277257,72.3301780231691,-1.46588623172895,3,3,4,-0.731418127460218,0,3,25.1589477332511,4,5,3,3,5,5,69,0,14,1,0,6,0,1
"606",0,1,68.5828311129656,71.2729811838169,2.26529813229998,4,2,2,0.361114102831249,0,5,100,4,3,3,4,4,4,50,0,12,1,0,7,1,0
"607",1,1,100,100,3.42331584218162,5,5,1,0.361114102831249,0,4,74.9178088446174,4,5,5,5,5,5,71,1,5,1,0,5,0,1
"608",1,1,38.3447574415885,33.4952670347536,-1.20875499734495,2,2,2,-1.1540520812377,0,4,66.5570784594898,3,4,1,1,4,4,70,0,9,1,0,6,0,1
"609",1,1,68.5828311129656,71.2729811838169,2.26529813229998,3,1,4,0.361114102831249,1,2,33.5196781183786,3,4,3,4,4,4,67,1,6,1,0,4,1,0
"610",0,1,49.590617448981,63.984208282116,-2.55931700241623,3,1,2,-0.0615198509462284,0,3,58.3607303851275,4,2,2,4,5,1,47,0,6,1,0,5,0,1
"611",1,1,51.1263432554513,44.6603560463381,0.0992608537135411,1,1,4,0.361114102831249,1,3,0,3,1,1,1,5,5,42,1,3,1,0,4,1,0
"612",0,1,81.3644169268284,82.4380701954014,-0.0824224958637566,3,1,2,-0.0615198509462284,0,3,42.0393562367572,4,4,3,4,5,5,31,1,18,1,0,5,1,0
"613",1,1,44.0427322222348,39.8014917439526,-0.361594515429333,3,4,4,1.11869719486572,0,4,24.3587744894816,3,2,1,2,3,5,86,0,5,1,0,2,1,0
"614",0,1,57.621523381817,48.4326829044287,-3.40647748433184,1,2,4,-1.1540520812377,1,4,33.5196781183786,4,3,3,1,5,4,19,1,5,1,0,1,0,1
